store_id,name,address,city,state,zipcode,phone,latitude,longitude
5098,DAL-MOCKINGBIRD,7233 John W. Carpenter Freeway,Dallas,TX,75247,(214) 634-3456,32.816494,-96.870769
39484,MOCKINGBIRD LOVE,1717 W Mockingbird Ln,Dallas,TX,75038,(972) 982-7817,32.822514,-96.856156
22750,DAL-EMPIRE CNTRL,8390 N Stemmons,Dallas,TX,75247,(214) 630-5399,32.82642,-96.87122
7622,MESQUITE-SCYENE,2012 Scyene Rd,Mesquite,TX,75149-3644,(972) 289-2950,32.766528,-96.629172
35628,DAL-LAKEJUN/MAST,10320 Lake June Road,Dallas,TX,75217,(972) 557-1449,32.733567,-96.645408
17897,MESQUIT-BELTLINE,1444 S Beltline Rd,Mesquite,TX,75149,(972) 329-7556,32.746867,-96.596223
6475,BALCH SPR-GLENSH,3535 Glenshire Drive,Balch Springs,TX,75180-2215,(972) 286-9056,32.719841,-96.617489
5804,MESQUITE-I20,1817 N Beltline Rd,Mesquite,TX,75149-1718,(682) 337-4646,32.789227,-96.596417
28290,MESQUITE 635&TC,18751 Ih 635,Mesquite,TX,75150,(972) 682-5401,32.801321,-96.62795
41151,MESQUITE-HORN HS,2700 Faithon P Lucas Sr Blvd,Mesquite,TX,75181,(469) 447-4383,32.734233,-96.5592
7876,MESQUITE-TOWNEAS,1531 Towneast Blvd,Mesquite,TX,75150,(972) 270-0766,32.811244,-96.61999
24477,MESQUITE-THOMASS,4450 Gus Thomasson Rd,Mesquite,TX,75150,(972) 681-0854,32.823811,-96.645427
33112,TERRELL TX,91 State Highway 205,Terrell,TX,75160,(972) 563-3324,32.738077,-96.303964
39507,FORNEY II,60 Fm 1641,Forney,TX,75126,(972) 552-9093,32.739237,-96.448043
10883,FORNEY-HWY 80,102 E Us Hwy 80,Forney,TX,75126-8663,(972) 552-9332,32.755861,-96.465845
33540,WILLS POINT STR,136 E South Commerce St,Wills Point,TX,75169,(903) 873-2564,32.707332,-96.007876
25428,GRNDPR-MAIN,813 E Main,Grand Prairie,TX,75050,(972) 266-3811,32.7457,-96.993916
17226,GRDPRAIR-HWY 303,102 W Hwy 303,Grand Prairie,TX,75051,(972) 237-9654,32.709979,-97.00281
39452,BELTLINE RD.,950 S. Beltline Rd.,Irving,TX,75060,(469) 565-2460,32.804184,-96.993248
3522,IRVING BLVD.,302 W Irving Blvd,Irving,TX,75060-2921,(972) 253-4492,32.813432,-96.949059
39912,HEARTLAND PKWY,6616 Fm 741,Mesquite,TX,75114,(469) 548-9650,32.697462,-96.453627
10740,GILMER/H-271,1700 N Wood Street,Gilmer,TX,75644,(903) 843-5276,32.741684,-94.942202
27965,"JEFFERSON, TX",109 S Walcott,Jefferson,TX,75657,(903) 665-6120,32.760604,-94.35546
19539,HOMER US HWY 79,910 W Main St,Homer,LA,71040,(318) 927-1030,32.804317,-93.055159
12292,FARMERVILLELCHER,707 N Main St,Farmerville,LA,71241,(318) 368-9700,32.780855,-92.405871
6903,BASTROP-E MADISN,2005 E Madison,Bastrop,LA,71220-4070,(318) 281-8769,32.778782,-91.889558
10196,CARTHAGE,510 Hwy 16 W,Carthage,MS,39051,(601) 267-9215,32.731248,-89.540236
12426,PHILADELPHIA MS,1691 Hwy 16 W,Philadelphia,MS,39350,(601) 656-0082,32.758211,-89.148288
11272,HWY 31 @ I-65,2250 7th St S,Clanton,AL,35045,(205) 755-8411,32.800402,-86.575829
32752,"MACON, GA- HARLE",4630 Hartley Bridge Road,Macon,GA,31216,(478) 784-0401,32.743624,-83.72428
25466,"MACON, GA - ROEM",5020 Harrison Rd,Macon,GA,31206,(478) 474-2396,32.812067,-83.723034
359,MACON-ROCKY CREK,1450 Rocky Creek Rd,Macon,GA,31206,(478) 788-4233,32.790703,-83.670381
35765,"MACON, GA  I-16",4472 Ocmulgee Blvd,Macon,GA,31217,(478) 744-0032,32.806017,-83.567846
13421,PIO NONO-MACON,2497 Pio Nono,Macon,GA,31206,(478) 765-2256,32.814973,-83.663289
33952,"MILLEN, GA",227 Highway 25 N,Millen,GA,30442,(478) 982-5106,32.803411,-81.949763
13170,SYLVANIA,410 W Ogeechee,Sylvania,GA,30467,(912) 564-0023,32.748504,-81.642612
12824,JOHNS ISLAND,3575 Maybank Hwy,Johns Island,SC,29455,(843) 559-3932,32.720753,-80.080698
29257,"CHARLESTON, SC-W",3951 W ASHLEY CIR (Walmart #1748),Charleston,SC,29414-9156,(843) 852-9615,32.82164,-80.081358
33080,"CHARLESTON, SC -",333 Folly Road,Charleston,SC,29412,(843) 795-7720,32.759384,-79.974656
5852,SAVANNAH HWY,2050 Savannah Hwy,Charleston,SC,29407,(843) 556-1163,32.790252,-80.030717
4491,SPRING ST-CHAR,230 Spring St,Charleston,SC,29403-5102,(843) 577-2507,32.787084,-79.954744
2371,HWY 7/CHARLESTON,1201 Sam Rittenberg Blvd,Charleston,SC,29407,(843) 571-2070,32.820033,-79.991972
15241,MAGWOOD,2007 Magwood Rd,Charleston,SC,29414,(843) 763-7005,32.812641,-80.042876
5322,MT PLEASANT,1533 Johnny Dodds Blvd,Mount Pleasant,SC,29464,(843) 881-2009,32.812666,-79.854959
11181,SAN DIEGO/NOBEL,4260 Nobel Dr,San Diego,CA,92122-1126,(858) 626-2708,32.866813,-117.215377
11180,SAN DIEGO-SCRANT,9440 Scranton Rd,San Diego,CA,92121,(858) 626-2158,32.892894,-117.203383
2032,SN DIEGO-CLARMNT,5065 Clairemont Dr,San Diego,CA,92117-2710,(858) 274-3344,32.833157,-117.201938
6348,SAN DIEGO-MIRAMA,7140 Miramar Rd,San Diego,CA,92121-2316,(858) 271-9151,32.880434,-117.15957
7533,SD-NAS MIRAMAR,ELROD & MITSCHER (Marine Corps Station),San Diego,CA,92145,(858) 271-0481,32.8888,-117.131607
2902,SN DIEGO-MIRAMES,9035 Mira Mesa Blvd,San Diego,CA,92126-2717,(619) 508-0112,32.915452,-117.130298
5458,SAN DIEGO-CLARMT,8929 Clairemont Mesa Blvd,San Diego,CA,92123-1103,(858) 277-1433,32.831036,-117.13579
12915,CLAIREMONT/I-805,7085 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 279-0679,32.832256,-117.165367
18014,SCRIPPS POWAY,10655 Scripps Poway Pky,San Diego,CA,92131,(858) 695-9655,32.936691,-117.098124
13410,BALBOA/GENESEE,5920 Balboa Ave,San Diego,CA,92111,(858) 569-5928,32.820675,-117.17802
5416,SD RANCHO PENSQ.,12808 Rancho Penasquitos Boulevard,San Diego,CA,92129-2935,(858) 484-2081,32.950016,-117.107671
34847,ALPINE STR,2959 Alpine Blvd,Alpine,CA,91901,(619) 559-5258,32.834168,-116.75022
11831,LAKESIDE,9614 Winter Gardens Blvd,Lakeside,CA,92040-3909,(619) 390-2706,32.852883,-116.931483
39798,IMPERIAL AND 15T,810 N. Imperial Ave,Imperial,CA,92251,(760) 355-2222,32.855288,-115.569456
2441,SANTEE-MISSION,8876 Cuyamaca St,Santee,CA,92071-4219,(619) 449-9950,32.837892,-116.984106
11680,GILA BEND,800 Pima St,Gila Bend,AZ,85337-0756,(928) 683-2366,32.944232,-112.732565
29247,WAL*MART-CASA GR,1741 E FLORENCE BLVD (Walmart #1218),Casa Grande,AZ,85122,(520) 836-4353,32.877244,-111.712137
4560,CASA GRANDE,1249 E Florence Blvd,Casa Grande,AZ,85122,(520) 836-1439,32.879252,-111.733709
31783,"CASA GRANDE, MAC",2824 N Pinal Ave,Casa Grande,AZ,85122,(520) 374-2561,32.939557,-111.756041
4440,SAFFORD,1830 Thatcher Blvd,Safford,AZ,85546,(928) 428-1619,32.835591,-109.730418
3498,ALAMAGORDO-WSNDS,222 S White Sands Rd,Alamogordo,NM,88310-6563,(575) 437-2414,32.888362,-105.960704
39347,ALAMOGORDO,3610 N White Sands Blvd,Alamogordo,NM,88310,(575) 488-1132,32.939851,-105.965522
41185,"26 & JJ, ARTESIA",602 N 26th St,Artesia,NM,88210,,32.847039,-104.429315
11885,ARTESIA/MAIN,210 South First Street,Artesia,NM,88210,(575) 748-9030,32.84041,-104.397921
13262,LOVINGTON,410 S Main,Lovington,NM,88260,(575) 396-7272,32.944525,-103.349051
6728,AZLE-NW PARKWAY,597 Northwest Pky,Azle,TX,76020-2913,(817) 444-1696,32.899429,-97.545967
40850,BOAT CLUB RD.,8551 Boat Club Rd #121,Fort Worth,TX,76179,(817) 591-1731,32.879614,-97.426284
27184,SAGINAW SA,1165 N Saginaw Blvd,Saginaw,TX,76179,(817) 306-0660,32.879075,-97.381015
6378,SAGINAW-BLUE MND,5321 Blue Mound Rd,Saginaw,TX,76106,(817) 625-6441,32.840247,-97.343662
38632,BLUE MOUND RD,9945 Blue Mound Rd.,Fort Worth,TX,76179,(817) 768-4655,32.913928,-97.349332
33852,I-35 AND WESTERN,3041 Western Center,Fort Worth,TX,76131,(817) 232-8027,32.861493,-97.315695
32528,FORT WORTH,3250 Heritage Trace Parkway,Fort Worth,TX,76248,(817) 750-3250,32.913533,-97.309715
14076,MEACHUM,2451 Meacham Boulevard,Fort Worth,TX,76106,(817) 625-8825,32.824861,-97.314566
14485,N BEACH/WESTERN,4420 Western Center Blvd,Fort Worth,TX,76137,(817) 847-5959,32.860608,-97.29114
10415,WATAUGA-DENTON,7040 Denton Hwy,Watauga,TX,75116-1911,(817) 427-5743,32.873233,-97.261619
23136,RUFE SNOW,2001 Rufe Snow Dr,Keller,TX,76248-5634,(817) 581-1743,32.898577,-97.237969
37972,FTW- PARK VISTA,5124 N Tarrant Parkway,Ft. Worth,TX,76244,(817) 428-4118,32.893984,-97.273121
5922,N RICH HILL/RUFE,5140 Rufe Snow,North Richland Hills,TX,76118,(817) 281-8888,32.84179,-97.238185
17223,STARNES,7451 Davis Blvd,North Richland Hills,TX,76180,(817) 281-7666,32.883553,-97.204191
40889,GOLDEN TRIANGLE,5253 Golden Triangle Blvd.,Fort Worth,TX,76244,(817) 678-7905,32.932632,-97.271055
37508,NORTH TARRANT PA,8549 Davis Blvd,North Richland Hills,TX,76182,(817) 503-2398,32.909404,-97.190308
12070,KELLER,989 E Price,Keller,TX,76248,(817) 379-9357,32.934646,-97.22977
7586,HURST-LONG BOONE,450 Grapevine Hwy,Hurst,TX,76053,(817) 479-3835,32.865552,-97.174891
1154,HURST PIPELINE,1401 W Pipeline Rd,Hurst,TX,76053-4628,(817) 284-4572,32.82326,-97.202391
25720,HURST-PRECINCT,769 Airport Freeway,Hurst,TX,76053,(817) 510-6620,32.838716,-97.184448
22629,HWY121/GLADE,5345 William D Tate,Grapevine,TX,76051,(817) 421-9878,32.882227,-97.098026
33905,COLLYVLE-MRKTST,5609 Colleyville Blvd,Colleyville,TX,76034,(817) 656-4100,32.890322,-97.148681
6598,BEDFORD-HARWOOD,3350 Harwood Road,Bedford,TX,76021-3904,(817) 399-0097,32.851503,-97.112838
10230,BEDFORD-CENTRAL,2100 Central Park Boulevard,Bedford,TX,76022-6100,(817) 354-5863,32.833782,-97.132883
2182,EULESS SPU,105 Spur 350,Euless,TX,76039,(817) 571-4401,32.838001,-97.083613
4943,GRAPEVINE,101 E Tx-114,Grapevine,TX,76051,(817) 329-3441,32.924487,-97.077621
14416,KIMBALL,225 N Kimball,Southlake,TX,76092,(817) 329-8959,32.94266,-97.115934
31310,DFW AIRPORT-TERM,DFW AIRPORT - DFW TERM D GATE 34,Dfw Airport,TX,75261,(972) 973-4364,32.8993,-97.0441
34234,FTW-CNTREPRT STN,14100 Centre Station Drive,Fort Worth,TX,76155,(817) 283-7028,32.824986,-97.060239
36213,DFW TERM B/GT 41,DFW AIRPORT - DFW TERM B GATE 41,Dfw Airport,TX,75261,(972) 973-7842,32.9067,-97.0439
20727,AIRPORT 3E,DFW AIRPORT - DFW TERM C GATE 22,Dfw Airport,TX,76261,(972) 973-4794,32.8971,-97.036
36212,DFW-TERM A-35,DFW AIRPORT - DFW TERM A GATE 35,Dfw Airport,TX,75261,(972) 973-7372,32.903264,-97.037378
35425,DFW TERM A/GT 15,DFW AIRPORT - DFW TERM A GATE 16,Dfw Airport,TX,75261,(972) 973-7312,32.906156,-97.038019
22236,DAL-WEBB CHAPEL,3520 Storey Ln,Dallas,TX,75220,(214) 350-8620,32.865263,-96.864051
6637,DALLAS-LOOP & NW,2197 W Northwest Hwy,Dallas,TX,75225,(972) 556-1398,32.865439,-96.901357
4461,35 / ROYAL,2475 Royal Ln,Dallas,TX,75229-3416,(972) 243-7833,32.896582,-96.896274
12884,FOREST / MARSH,3750 Forest Ln,Dallas,TX,75229,(214) 357-6694,32.909256,-96.854468
15277,JOSEY/VALLEY VIE,2899 Valley View Lane,Farmers Branch,TX,75234,(972) 620-1247,32.924806,-96.882128
1911,DALLAS-LOVERS,5722 W Lovers Ln,Dallas,TX,75209-5116,(214) 350-7731,32.850816,-96.813986
5141,IRVING-CARL RD,1308 E Airport Fwy,Irving,TX,75062-4817,(972) 438-4883,32.836174,-96.929404
33735,IRVING-O'CONNOR,4959 N O'Connor Road,Irving,TX,75038,(972) 717-3141,32.866778,-96.946446
12212,PRESTON & ROYAL,10720 Preston Rd,Dallas,TX,75230-3807,(214) 373-0794,32.894476,-96.803111
39392,VALWOOD,1753 S Interstate 35e,Carrollton,TX,75006,(972) 245-1797,32.939402,-96.9018
10359,MIDWAY/SP VALLEY,13950 Midway Rd,Farmers Branch,TX,75234,(972) 458-1952,32.939425,-96.838427
22481,NEC MACARTHUR,5220 N Mac Arthur Dr,Irving,TX,75039,(972) 714-4754,32.878399,-96.962571
1755,DALLAS-MONTFORT,13105 Montfort Dr,Dallas,TX,75240-5112,(972) 233-5952,32.927082,-96.811669
1943,DALLAS-LEMMON,4439 Lemmon Ave,Dallas,TX,75219-2143,(214) 522-0697,32.818532,-96.813839
15516,MCARTHUR,750 W Lbj Fwy,Irving,TX,75063,(972) 401-0996,32.913865,-96.95735
22207,BELTLINE/BUS,3795 Beltline Rd,Addison,TX,75244,(972) 243-4262,32.953528,-96.851861
34522,DALLAS-GREENVILL,6950 Greenville Ave,Dallas,TX,75231,(214) 484-2837,32.872801,-96.763065
1699,NORTHWEST,5934 Abrams Rd,Dallas,TX,75231-8002,(214) 272-3748,32.857425,-96.748227
7395,DALLAS-GREENVL,5960 Greenville Ave,Dallas,TX,75206-1907,(214) 369-6256,32.857591,-96.768179
13745,CNTL EXPWY/ROYAL,11102 Central Expy,Dallas,TX,75243,(214) 691-7879,32.899333,-96.768329
25905,SKILLMAN & ROYAL,8606 Skillman St,Dallas,TX,75243,(214) 349-9672,32.895733,-96.722039
32087,"DALLAS, TX - LBJ",9301 FOREST LN (Walmart #2427),Dallas,TX,75243,(682) 503-2503,32.910854,-96.7388
39373,ABRAMS DT,11820 Abrams Road,Dallas,TX,75243,(214) 570-3132,32.910039,-96.734877
14245,DALLAS NW PLANO,10695 E Northwest Hwy,Dallas,TX,75238,(214) 340-6031,32.864579,-96.700952
13968,PLANO RD/FOREST,11749 Plano Rd,Dallas,TX,75243,(214) 343-9609,32.908298,-96.701035
2383,DALLAS-COIT,13040 Coit Rd,Dallas,TX,75240-5724,(972) 231-3337,32.92575,-96.768617
33269,DAL-9403 GARLAND,9403 Garland Road,Dallas,TX,75218,(214) 484-3961,32.833177,-96.703625
12286,DAL-GARLAND/JUPI,11217 Garland Rd,Dallas,TX,75218,(214) 320-1990,32.848306,-96.685104
25298,RICHARDSON,550 Centennial Blvd,Richardson,TX,75081,(972) 690-5049,32.937779,-96.719191
13605,GARLAND/KINGSLEY,3205 S Garland,Garland,TX,75041,(972) 278-1150,32.877107,-96.662079
25797,120 S. CENTRAL,120 S Central Expressway,Richardson,TX,75080,(972) 783-9855,32.950252,-96.735838
24121,GUS THOMASON/FER,2551 Gus Thomasson Rd,Dallas,TX,75228,(214) 660-9950,32.835288,-96.671344
13619,BELTLINE & COIT,105 S Coit Rd,Richardson,TX,75080-5721,(972) 231-4313,32.950642,-96.768398
7512,IRVING-WALNUT HL,4098 Beltline Rd,Irving,TX,75038-5043,(972) 255-1387,32.864743,-96.991102
6347,IRVING-ESTERS,4202 W Airport Fwy,Irving,TX,75062-5915,(972) 986-0131,32.835611,-97.010334
1844,IRVING-STORY,2410 N Story Rd,Irving,TX,75062-7068,(972) 252-8508,32.839749,-96.976076
32884,"IRVING, TX - I63",8435 N Beltline Road,Irving,TX,75063,(469) 276-7973,32.921411,-96.994337
10303,3285 BROADWAY,3285 Broadway Blvd,Garland,TX,75041,(214) 501-2784,32.876046,-96.618945
12397,GARLND-CENTERVIL,1110 W Centerville,Garland,TX,75041,(972) 279-8160,32.857912,-96.645837
25798,30/BROADWAY,509 I 30 W,Garland,TX,75040,(972) 240-4228,32.840376,-96.597037
22270,GARLAND/WALNUT,1404 W Walnut,Garland,TX,75042,(972) 272-6198,32.915757,-96.648749
7269,BUCKINGHAM,119 E Buckingham,Garland,TX,75040-4707,(972) 495-7752,32.931217,-96.629703
16696,ROWLETT-NEO ROWL,3505 Lakeview Parkway,Rowlett,TX,75085,(972) 463-0085,32.908073,-96.56842
18779,GARLAND-78/190,3310 Lavon Dr,Garland,TX,75040,(972) 496-6452,32.947335,-96.619379
7658,RCKWL-ST HWY 740,610 E I 30,Rockwall,TX,75087-5501,(972) 771-0635,32.898391,-96.468334
24548,DALROCK,8503 Lakeview Parkway,Rowlett,TX,75088,(972) 412-1708,32.916895,-96.520102
41096,HWY549 ROCKWALL,4901 S Goliad ,Rockwall,TX,75032,(469) 314-1015,32.87964,-96.425123
31761,"QUINLAN, TX",8840 Hwy 34 South,Quinlan,TX,75474,(903) 356-2796,32.907109,-96.128614
40534,"FATE, TX",5020 E. I-30,Fate,TX,75189,(469) 874-4220,32.932331,-96.38095
35694,WINNSBORO,314 E Coke Road,Winnsboro,TX,75494,(903) 342-3165,32.948092,-95.28966
21786,OAK GROVE,708 S Constitution Ave,Oak Grove,LA,71263,(318) 428-3251,32.853534,-91.392302
33368,"YAZOO CITY, MS",718 E 15th Street,Yazoo City,MS,39194,(662) 746-6386,32.863569,-90.394298
10380,ALEX CITY-HWY280,4094 Hwy 280,Alexander City,AL,35010,(256) 329-1283,32.922835,-85.960973
13076,DADEVILLE 280,17956 Hwy 280,Dadeville,AL,36853,(256) 825-8744,32.836484,-85.764137
3895,VALLEY-20TH,2920 20th Avenue,Shawmut,AL,36854,(334) 768-2525,32.84464,-85.181043
11199,MANCHESTER/RT 41,319 W Main St,Manchester,GA,31816,(706) 846-2326,32.853581,-84.618394
4263,THOMASTON-US 19,1099 Hwy 19 N,Thomaston,GA,30286,(706) 648-6050,32.92623,-84.334571
3269,MACON-GRAY,550 Gray Hwy,Macon,GA,31201,(478) 745-6324,32.849163,-83.626081
21030,MACON/RIVERSIDE,3660 Riverside Dr,Macon,GA,31210,(478) 477-5580,32.90038,-83.686913
3159,MACON/ZEBYLON RD,6210 Zebulon Rd,Macon,GA,31210,(478) 238-4474,32.879536,-83.765256
31823,"MACON, GA - BASS",1670 Bass Road,Macon,GA,31210,(478) 477-0204,32.932275,-83.727381
18467,HAMPTON/HWY 278,108 Hoover St,Hampton,SC,29924,(803) 943-0034,32.873761,-81.116661
20056,WALTERBORO 2,1404 Sniders Hwy,Walterboro,SC,29488,(843) 538-1120,32.88025,-80.713255
5040,WALTERBORO 1,727 N Jefferies Blvd,Walterboro,SC,29488,(843) 549-1792,32.911044,-80.66857
11197,N. CHAR/DORCHEST,8401 Dorchester Road,North Charleston,SC,29420,(843) 760-2822,32.913832,-80.10831
28877,"N CHARLESTON, SC",2988 W Montague Avenue,North Charleston,SC,29418,(843) 744-0626,32.869081,-80.01298
10431,STH RIVERS CHAR,3710 Rivers Ave,North Charleston,SC,29405-7039,(843) 566-9891,32.859154,-79.982275
24610,MID RIVERS CHAR,5950 Rivers Ave,North Charleston,SC,29406,(843) 566-9463,32.903968,-80.019266
5594,N CHARLESTON-ASH,2500 Ashley Phosphate Rd,Charleston,SC,29418,(843) 797-1180,32.934703,-80.050364
32711,"MOUNT PLEASANT,",3060 Ironclad Alley,Mount Pleasant,SC,29466,(843) 216-7299,32.86451,-79.786022
11252,SD-CARMEL MTN,11915 Carmel Mountain Rd,San Diego,CA,92128,(442) 372-8529,32.981939,-117.076232
36374,RANCHO BERNARDO,16440 Bernardo Center Dr,San Diego,CA,92128,(858) 673-2092,33.013263,-117.0786
3187,POWAY-POWAY,12510 Poway Rd,Poway,CA,92064-4305,(858) 748-2636,32.952676,-117.059672
4108,DEL MAR-VDLVALLE,2705 Via De La Valle,Del Mar,CA,92014-1905,(858) 481-8595,32.980291,-117.249506
3404,ENCINITAS-ENCNTS,1271 Encinitas Blvd,Encinitas,CA,92024,(760) 753-1503,33.045543,-117.261459
10996,SAN DIEGO/DELMAR,3505 Del Mar Heights Rd,San Diego,CA,92130-2122,(858) 755-8588,32.954455,-117.231378
14229,ECKE RANCH,1064 N El Camino Real,Encinitas,CA,92024,(760) 943-9498,33.067246,-117.263967
4855,RAMONA-MAIN ST,1550 Main St,Ramona,CA,92065-5239,(760) 789-5490,33.036632,-116.877495
5177,BRAWLEY,105 W Main St,Brawley,CA,92227-2352,(760) 344-8855,32.978937,-115.542259
34511,"MARICOPA 2, PORT",41710 W Maricopa Casa Grande Highway,Maricopa,AZ,85138,(520) 568-6714,33.037128,-112.014887
32229,MARICOPA,20700 N John Wayne Pkwy,Maricopa,AZ,85239,(520) 568-2854,33.067106,-112.047617
11941,COOLIDGE,900 N Arizona Blvd,Coolidge,AZ,85128,(520) 723-4063,32.986264,-111.524301
31997,MERRILL RANCH,3423 N Hunt Hwy,Florence,AZ,85132,(520) 723-1693,33.06334,-111.485577
30283,FLORENCE,801 N Highway 79,Florence,AZ,85132,(520) 868-8040,33.038809,-111.378565
15,DENVER CITY,515 W Broadway,Denver City,TX,79323,(806) 592-7488,32.964046,-102.834796
25476,199/HILLTOP,421 E Hwy 199,Springtown,TX,76082,(817) 523-7106,32.962723,-97.678341
35616,FTW-HASLET/H 287,13124 Hwy 287,Fort Worth,TX,76052,(817) 439-8023,32.966455,-97.41503
41034,TX-114 +WOLFF,1280 Tx-114,Fort Worth,TX,76247,(817) 591-1689,33.03464,-97.330501
28530,FTWORTH-ALLIANCE,2400 Alliance Gateway Freeway,Fort Worth,TX,76178,(817) 337-9696,32.957843,-97.307534
34744,RHOME LOVE'S TC,4800 E Hwy 114,Rhome,TX,76179,(817) 636-5600,33.056767,-97.483511
24898,ROANOKE,1100 N Highway 377,Roanoke,TX,76262,(817) 491-3502,33.009202,-97.223017
39330,FT  WORTH,15957 N Freeway,Fort Worth,TX,76177,(682) 831-9927,33.025612,-97.27561
33928,FTW-TIMBERLAND,12540 No Beach St,Fort Worth,TX,76248,(817) 741-1811,32.954341,-97.280239
7014,LWSVL-HW121,2301 S Hwy 121,Lewisville,TX,75067-8130,(972) 315-2881,33.013776,-96.993648
24127,"LEWISVILLE, TX -",1107 W Fm3040,Lewisville,TX,75067,(972) 906-8865,33.007111,-97.020596
13390,FM 3040/MACARTHR,501 E Fm 3040,Lewisville,TX,75028,(972) 315-0578,33.005242,-96.977336
10485,COPPELL-DENTN TA,125 S Denton Tap Rd,Coppell,TX,75019-3204,(972) 462-7881,32.968353,-96.994252
16866,765 W MAIN LEWIS,765 W Main St,Lewisville,TX,75067,(972) 420-7814,33.046528,-97.011427
10294,LEWISVILLE-MAIN,1598 W Main St,Lewisville,TX,75067-3393,(972) 221-8028,33.041775,-97.035595
15926,COPPELL,813 Macarthur Blvd,Coppell,TX,75019,(972) 304-9348,32.952348,-96.958564
41187,HEBRON PKWY,1536 W Hebron Pkwy,Carrollton,TX,75010,,33.02192,-96.932523
17353,FLOWER MOUND,2109 Long Prairie Rd,Flower Mound,TX,75022,(972) 874-8021,33.014617,-97.071393
16633,FM 407,1201 W Fm 407,Lewisville,TX,75067,(972) 317-2348,33.071762,-97.023149
6973,FRANKFORD,1050 W Frankford,Carrollton,TX,75007-4845,(972) 492-8727,32.999079,-96.910947
30574,DALLAS-MARSH W*M,18121 MARSH LANE (Walmart),Dallas,TX,75287,(972) 820-5893,32.995106,-96.857864
14702,JOSEY / HEBRON,4125 Josey Ln,Carrollton,TX,75007,(972) 395-9066,33.024349,-96.88562
10101,NO. JOSEY LANE,2151 N Josey Ln,Carrollton,TX,75006-2968,(972) 245-2924,32.974881,-96.890412
6938,MIDWAY/TRINITY,17606 Midway Rd,Dallas,TX,75287-6739,(972) 733-4494,32.987987,-96.841665
23450,PLANO-PARK/PLANO,6220 W Park Blvd,Plano,TX,75093,(972) 250-2349,33.027004,-96.833948
40409,"CARROLLTON, TX",4805 N Josey Lane,Carrollton,TX,75010,(469) 799-2447,33.045085,-96.881576
17634,PLANO-PARKER/TOL,6001 W Parker Rd,Plano,TX,75093,(972) 473-8683,33.045919,-96.830677
7614,DALLAS-PRESTON,17250 Preston Rd,Dallas,TX,75252,(972) 380-5609,32.985847,-96.803177
33509,"LEWISVILLE, TX -",4640 State Highway 121,Lewisville,TX,75056,(214) 469-1585,33.064326,-96.889668
10447,PRESTON RD/H-544,4925 W Park Blvd,Plano,TX,75075,(972) 596-6123,33.027523,-96.793488
14417,PRESTON ROAD,14770 Preston Rd,Dallas,TX,75240,(972) 233-8788,32.949479,-96.802948
31850,"FLOWER MOUND, TX",3601 Fm 407,Flower Mound,TX,75077,(972) 874-2368,33.071508,-97.085237
25906,COIT/190,216 Coit Rd,Plano,TX,75075,(972) 758-0282,33.000875,-96.767049
14322,15TH & CUSTER,2100 W 15th St,Plano,TX,75034,(972) 423-6443,33.019078,-96.73416
12709,RICHRDSN-CAMPBEL,170 W Campbell Rd,Richardson,TX,75080,(682) 305-3154,32.975974,-96.719344
2803,PLANO-15TH,605 E 15th St,Plano,TX,75074-5709,(682) 503-2564,33.020192,-96.707272
14777,PLANO,4005 W Parker Rd,Plano,TX,75023,(972) 985-8499,33.042094,-96.771214
21293,PLANO - 190/JUP,400 Jupiter Rd,Plano,TX,75074,(972) 509-0535,33.003654,-96.681461
25594,INDEPENDENCE/SPR,6201 Independence Pky,Plano,TX,75023,(972) 618-6627,33.058416,-96.750973
3290,RICHARDSON-BELT,1251 E Belt Line Rd,Richardson,TX,75081-3708,(972) 238-9902,32.945751,-96.702757
6887,PLANO-SPRING CRK,701 W Spring Creek,Plano,TX,75023-4604,(972) 517-7095,33.057653,-96.707108
14323,PLANO-LEGACY DR,3957 Legacy Dr,Plano,TX,75023,(972) 618-8925,33.072281,-96.771024
24854,190/SHILOH,190 Shiloh,Garland,TX,75044,(972) 530-3430,32.979007,-96.663894
25207,544 & MURPHY,114 East Fm 544,Murphy,TX,75094,(972) 509-4967,33.010989,-96.611588
25745,"SACHSE, TX",5230 Hwy 78,Sachse,TX,75048,(972) 530-6234,32.970283,-96.603941
41188,GARLAND RELO,4680 N Shiloh Rd,Garland,TX,75044,,32.958158,-96.664797
10759,WYLIE/HWY 78,415 S Hwy 78,Wylie,TX,75098-3946,(972) 442-5865,33.008263,-96.544571
34136,ROCKWALL 205 & 5,3066 N Goliad Street,Rockwall,TX,75087,(214) 771-3850,32.96369,-96.464144
32164,"CADDO MILLS, TX",2725 Fm1903,Caddo Mills,TX,75135,(903) 527-3940,33.043601,-96.177889
27135,ROYSE CITY,200 W Ih 30,Royse City,TX,75189,(972) 635-6880,32.969722,-96.332768
19384,PITTSBURG,101 S Greer Blvd,Pittsburg,TX,75686,(903) 856-1000,32.996286,-94.959846
19385,DAINGERFIELD,607 Linda Dr,Daingerfield,TX,75638,(903) 645-2933,33.028849,-94.72078
7196,SPRNGHLL-LA HY 7,1104 S Arkansas St,Springhill,LA,71075-3824,(318) 539-2400,32.992713,-93.461986
7993,KOSCIUSKO 12&35,130 Hwy 12 W,Kosciusko,MS,39090-1246,(662) 289-1673,33.066334,-89.591502
